,year,SimMod2.6_co2,SimMod2.6_t,SimMod2.6_f,SimMod4.5_co2,SimMod4.5_t,SimMod4.5_f,SimMod6.0_co2,SimMod6.0_t,SimMod6.0_f,SimMod8.5_co2,SimMod8.5_t,SimMod8.5_f
587,2352,-3.416036,0.8822546378825221,1.0609915155802927,2.41769324,2.5175866472944293,3.3896449041720484,3.84463328,3.368483510123076,4.561041563789962,6.91240096,6.3911221635291255,8.748957334499277
588,2353,-3.416036,0.880064724963549,1.0578675525005412,2.41360486,2.51727006611527,3.388772874505552,3.83836492,3.367943673690891,4.559637156410202,6.90320394,6.389922988146962,8.745638504924244
589,2354,-3.416036,0.8778778652562103,1.054750056482546,2.40951648,2.5169558810959782,3.3879075579414697,3.83209656,3.3674074973583115,4.558242785541158,6.89400692,6.388729097220255,8.74233891517149
590,2355,-3.416036,0.8756956898793933,1.0516450201541212,2.4054281000000004,2.516644122197933,3.3870488707007826,3.8258282,3.366874993886481,4.5568583590720175,6.8848099000000005,6.387540476018808,8.739058544078759
591,2356,-3.416036,0.8735202363124313,1.0485591862943802,2.40133972,2.516334810096107,3.3861967402896904,3.81955984,3.366346170093233,4.555483790411261,6.87561288,6.386357121661817,8.735797360574468
592,2357,-3.416036,0.8713520972137877,1.0454920878334035,2.3972513400000004,2.5160279588929866,3.385351100185803,3.81329148,3.365821029058739,4.554118998389712,6.866415859999999,6.3851790386401746,8.732555324480181
593,2358,-3.416036,0.8691906562857861,1.0424389578518658,2.39316296,2.5157235777286333,3.3845118869741104,3.80702312,3.3652995711290887,4.552763905374471,6.85721884,6.384006236256649,8.729332388386887
594,2359,-3.416036,0.8670354082405317,1.039397109580679,2.38907458,2.515421671602651,3.3836790378912007,3.80075476,3.364781793729883,4.551418432653945,6.8480218200000005,6.382838727493307,8.72612850120131
595,2360,-3.416036,0.8648859266664337,1.036364846400623,2.3849862,2.515122242985382,3.382852494092812,3.7944864000000007,3.364267692887322,4.5500825053542915,6.8388247999999985,6.38167652720393,8.722943605571231
596,2361,-3.416036,0.8627419366865381,1.0333413918419894,2.38089782,2.5148252916616496,3.3820321965008837,3.78821804,3.3637572625354673,4.548756047056914,6.82962778,6.380519651976537,8.719777641801468
597,2362,-3.416036,0.8606002238263837,1.0303133095842103,2.37680944,2.51453081539908,3.381218087056577,3.78194968,3.3632504955481766,4.547438983726227,6.82043076,6.379368119073965,8.716630545799608
598,2363,-3.416036,0.8584584276406045,1.027273873455494,2.37272106,2.514238810306885,3.380410108670818,3.77568132,3.362747384023122,4.546131243545425,6.8112337400000005,6.378221945969344,8.713502249576662
599,2364,-3.416036,0.8563179406366225,1.024233177432464,2.36863268,2.513949270834567,3.3796082039697652,3.76941296,3.362247918619843,4.544832753033793,6.8020367199999985,6.377081150566649,8.710392684069355
